ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,reaction_entry,interaction_name,reaction_name
ec00940,Phenylpropanoid biosynthesis,7.397082542e-05,2.13511191358217,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00511,Other glycan degradation,0,2.82425199961232,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,3.09935600358702,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.76326686732332,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0,1.53073546928315,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00531,Glycosaminoglycan degradation,0,3.08646056697498,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.70404774546556,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,2.82772591517905,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,3.07978797751395,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,4.84449367041704e-09,1.34924200848537,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00940,Phenylpropanoid biosynthesis,7.397082542e-05,2.13511191358217,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00500,Starch and sucrose metabolism,0.00257110227523707,1.23618973659443,FECAL,fecal.EC.3.meses_vs_fecal.CU.3.meses,EC.3.meses,CU.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00511,Other glycan degradation,0,2.70853188750787,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,3.29630069074972,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.59149063203173,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00531,Glycosaminoglycan degradation,0,2.90993229517832,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.57136885858973,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,3.07619144985573,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.92867273135924,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00970,Aminoacyl-tRNA biosynthesis,1.10134124042816e-13,1.43361990210916,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00520,Amino sugar and nucleotide sugar metabolism,1.04788735269226e-07,1.31086400565494,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00250,"Alanine, aspartate and glutamate metabolism",0.000112182317092646,1.29144393529662,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,UP,1,1.5,Metabolism,Amino acid metabolism
ec00511,Other glycan degradation,0,2.70853188750787,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,3.29630069074972,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.59149063203173,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00531,Glycosaminoglycan degradation,0,2.90993229517832,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.57136885858973,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,3.07619144985573,FECAL,fecal.EC.3.meses_vs_fecal.CU.6.meses,EC.3.meses,CU.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00511,Other glycan degradation,0,2.45868800906799,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00513,Various types of N-glycan biosynthesis,0,2.90541298021747,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,0,1.58550366099523,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00531,Glycosaminoglycan degradation,0,2.66395483667031,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00600,Sphingolipid metabolism,0,2.50105505874687,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0,2.85369865811747,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.66294057630988,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,3.58046925441613e-15,1.37276999690352,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,7.79746637628402e-14,1.35490922073592,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,2,2.2,Genetic Information Processing,Translation
ec00940,Phenylpropanoid biosynthesis,7.03328761897382e-10,2.38711810607063,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00500,Starch and sucrose metabolism,3.18328224261467e-05,1.24732297434321,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00250,"Alanine, aspartate and glutamate metabolism",5.94146040607257e-05,1.2446605334497,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.5,Metabolism,Amino acid metabolism
ec00460,Cyanoamino acid metabolism,0.000137195236022001,1.4921322150423,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00561,Glycerolipid metabolism,0.000867230112777403,1.35755953360505,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00511,Other glycan degradation,0,2.45868800906799,FECAL,fecal.EC.3.meses_vs_fecal.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00901,Indole alkaloid biosynthesis,0,72.9743935309973,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00600,Sphingolipid metabolism,0,2.74680487873758,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,1.56356409301376e-12,2.51424381073184,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,5.00294250471711e-12,2.43052755339999,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00511,Other glycan degradation,1.31339383813156e-11,2.32130611963319,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,2.44787523584478e-09,1.70299387843212,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,8.50339420702514e-05,1.37992214683439,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,2,2.2,Genetic Information Processing,Translation
ec00500,Starch and sucrose metabolism,0.000117085879339229,1.4505134707291,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00901,Indole alkaloid biosynthesis,0,72.9743935309973,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00600,Sphingolipid metabolism,0,2.74680487873758,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,1.56356409301376e-12,2.51424381073184,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,5.00294250471711e-12,2.43052755339999,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00511,Other glycan degradation,1.31339383813156e-11,2.32130611963319,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,2.44787523584478e-09,1.70299387843212,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00970,Aminoacyl-tRNA biosynthesis,8.50339420702514e-05,1.37992214683439,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,2,2.2,Genetic Information Processing,Translation
ec00500,Starch and sucrose metabolism,0.000117085879339229,1.4505134707291,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0.0089026115304949,1.75781402173772,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00250,"Alanine, aspartate and glutamate metabolism",0.0125552831505948,1.32184155946866,FECAL,fecal.EC.3.meses_vs_fecal.EC.6.meses,EC.3.meses,EC.6.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00511,Other glycan degradation,0,2.47318772489754,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,2.53204599030134,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00901,Indole alkaloid biosynthesis,0,50.4788688626476,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00600,Sphingolipid metabolism,0,2.97741096900366,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.58757226942984,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,3.863206051354e-12,1.66758499955405,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,9.56282672096417e-12,2.53610284031196,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00940,Phenylpropanoid biosynthesis,2.13375781488168e-07,2.93381460056413,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00561,Glycerolipid metabolism,3.14125746685928e-05,1.71259945250713,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00140,Steroid hormone biosynthesis,0.000410681224140674,3.01366381269538,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.3,Metabolism,Lipid metabolism
ec00513,Various types of N-glycan biosynthesis,0.000485299801005016,2.06675269536895,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00633,Nitrotoluene degradation,0.000485299801005016,2.75339284705351,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00511,Other glycan degradation,0,2.47318772489754,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00531,Glycosaminoglycan degradation,0,2.53204599030134,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00901,Indole alkaloid biosynthesis,0,50.4788688626476,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00600,Sphingolipid metabolism,0,2.97741096900366,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00604,Glycosphingolipid biosynthesis - ganglio series,0,2.58757226942984,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00052,Galactose metabolism,3.863206051354e-12,1.66758499955405,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,9.56282672096417e-12,2.53610284031196,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00940,Phenylpropanoid biosynthesis,2.13375781488168e-07,2.93381460056413,FECAL,fecal.EC.3.meses_vs_fecal.EC.debut,EC.3.meses,EC.debut,DOWN,1,1.10,Metabolism,Biosynthesis of other secondary metabolites
ec00480,Glutathione metabolism,0.000109152959161474,1.82048178564985,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000241167249913521,5.74605588963566,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,UP,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00480,Glutathione metabolism,0.000109152959161474,1.82048178564985,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.000241167249913521,5.74605588963566,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00622,Xylene degradation,0.00235153355571605,3.90888155757528,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00280,"Valine, leucine and isoleucine degradation",0.00301114574678811,1.75303400022783,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00301114574678811,3.16296654475357,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,,,,
ec00621,Dioxin degradation,0.00301114574678811,3.91776537929704,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00620,Pyruvate metabolism,0.00334226296223006,1.34974467206207,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00260,"Glycine, serine and threonine metabolism",0.00893393374565346,1.29069779721699,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00970,Aminoacyl-tRNA biosynthesis,0.0123656620053428,1.23104999446026,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,2,2.2,Genetic Information Processing,Translation
ec00515,Mannose type O-glycan biosynthesis,0.0216657867820442,2.90939538715729,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00071,Fatty acid degradation,0.0216657867820442,1.69645459598767,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.3,Metabolism,Lipid metabolism
ec00643,Styrene degradation,0.022184390692146,3.31503224402057,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00625,Chloroalkane and chloroalkene degradation,0.022184390692146,2.06599762323979,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00785,Lipoic acid metabolism,0.0278590895629813,2.10588435745809,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00550,Peptidoglycan biosynthesis,0.0295022551238483,1.2380913803296,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.7,Metabolism,Glycan biosynthesis and metabolism
ec00520,Amino sugar and nucleotide sugar metabolism,0.0434421926704862,1.18217569242751,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00830,Retinol metabolism,0.0434421926704862,2.14259711138957,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00626,Naphthalene degradation,0.0523873236695279,2.14405070508793,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00010,Glycolysis / Gluconeogenesis,0.0762749592748155,1.18756739182457,FECAL,fecal.EC.3.meses_vs_oral.CU.debut,EC.3.meses,CU.debut,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00480,Glutathione metabolism,2.17609297934462e-05,1.60619317871917,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,UP,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",2.65935247646398e-05,1.73184332634691,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,UP,1,1.5,Metabolism,Amino acid metabolism
ec00480,Glutathione metabolism,2.17609297934462e-05,1.60619317871917,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.6,Metabolism,Metabolism of other amino acids
ec00280,"Valine, leucine and isoleucine degradation",2.65935247646398e-05,1.73184332634691,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00072,Synthesis and degradation of ketone bodies,0.00249656447973629,2.52996816205547,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,,,,
ec00361,Chlorocyclohexane and chlorobenzene degradation,0.00249656447973629,3.5478734810579,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00260,"Glycine, serine and threonine metabolism",0.00402802920067811,1.22153888302766,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.5,Metabolism,Amino acid metabolism
ec00785,Lipoic acid metabolism,0.00402802920067811,2.05172121822244,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
ec00620,Pyruvate metabolism,0.00402802920067811,1.24197218411041,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.1,Metabolism,Carbohydrate metabolism
ec00643,Styrene degradation,0.00408141566025644,3.07027512783857,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.11,Metabolism,Xenobiotics biodegradation and metabolism
ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.00496855508081488,1.57495531687407,FECAL,fecal.EC.3.meses_vs_oral.EC.3.meses,EC.3.meses,EC.3.meses,DOWN,1,1.8,Metabolism,Metabolism of cofactors and vitamins
